umwana wicaye ku ntebe ya nyakatsi areba hejuru ya kamera	a child sitting on a grass bench looking at the camera
Umukobwa ufite umusatsi wijimye wicaye ku ntebe ya nyakatsi	A girl with dark hair sitting on a grass bench
Umukobwa ukiri muto hanze yimvura	A young girl outside in the rain
Umugore wicaye ku ntebe ya nyakatsi	A woman sitting on a grass bench
umwana aryamye mu bwogero bubi afashe umuhondo wohanagura umuhondo kugeza kumunwa nkaho aririmba muri mikoro	a child lying in a bad bath holding a yellow wipe to the mouth as if singing in a microphone
Umuhungu mu bwogero bwa bubble	Boy in bubble bath
Umwana akikijwe n'ibibyimba igihe ari mu bwogero	The baby is surrounded by tumors while in the bathroom
Agahungu gato karyamye mu bwogero bwinshi	The little boy slept in a large bathroom
Umwana aririmba muri loofa mu bwogero	A child sings in the bathroom in the bathroom
Itsinda ryurubyiruko rwicaye mubyatsi umwe umwe acuranga gitari undi acuranga	"A group of young people sitting in the grass, one playing the guitar and the other playing"
Itsinda ryurubyiruko rwicaye hanze rwumva gucuranga gitari na gucuranga	A group of young people sitting outside listening to guitar and playing
Abasore babiri barimo gucuranga hanze mugihe abantu babakikije	Two young men are playing outside while the people around them
Itsinda ryabantu bicaye kumurima mugihe umwe acuranga gitari	A group of people sitting on the field while one plays the guitar
Itsinda ryinshuti bicaye bumva umuziki	A group of friends sitting and listening to music
Abana babiri ku ntoki no ku mavi hasi ku giti	Two children on their hands and knees on a tree
impinja ebyiri zikururuka hasi	two babies falling to the ground
Umuhungu muto arikumwe numwana muto	The little boy is with the little boy
Umwana n'umuhungu ukina	A boy and a boy playing
Abana babiri bakina hasi	Two children playing on the floor
Umugabo wambaye icunga rya orange uhagaze mugikoni	An orange-clad man stands in the kitchen
Umugabo yambaye agafuni	A man wearing a cap
Umugabo wambaye ikariso itukura yerekana gourmet isa neza	A man wearing a red necklace looks gourmet
Umusore mugikoni yerekana ibihangano bye bishya	A young man in the kitchen shows off his new art
Umutetsi wumugabo akina yerekana ibyaremwe bishya	A male chef playing shows new creatures
Ifarashi yumukara yambaye igifuniko cyubururu urya mu ndobo ya orange ufashwe numuntu wambaye ishati yicyatsi	A black horse wearing a blue cap eating from an orange bucket caught by a man wearing a green shirt
Umuhungu ukiri muto arimo kugaburira ifarashi ibyatsi biva mu ndobo ya orange	A young boy is feeding a horse grass from an orange bucket
Umugabo ugaburira ifarashi yambaye igitambaro cyubururu	A man feeds a horse in a blue robe
Umugabo afata ibiryo by'ifarashi mu gitambaro cy'ubururu	A man grabs horse food in a blue cloth
Umuhungu afashe indobo itukura kugeza kuri pony	The boy holds a red bucket to the pony
Abantu bamwe barimo kureba umukobwa muto na nyiri igihagararo bakora ibituba hamwe nibintu agurisha	Some people are watching the little girl and the owner of the stand making buns and things for sale
Umukobwa wimyaka 14 ufite umusatsi wumuhondo akina nibituba hafi yubucuruzi bwabacuruzi mu gikari	A 14-year-old girl with yellow hair plays with a shopping cart in a courtyard
Isabune isabune ivuzwa mukibanza abantu babirukana	Soap soap is used in places where people drive it away
Umugabo akora ibibyimba	A man makes tumors
Umukobwa arimo gukora amasabune mu isoko ryinshi	The girl is making soap in many markets
Umugabo wogosha wambaye ikositimu yijimye na karuvati	A shaved man in a dark suit and tie
Umusore arimo gukina imifuka ahagarara iruhande rwumugore wambaye imyenda yubururu yoroheje hamwe na buto yinda yerekana	A young man is playing with his pockets while standing next to a woman in a light blue dress with a belly button showing
Umugabo wambaye ikositimu arimo gukina imifuka iruhande rwumukobwa ukiri muto wumuhondo wagaragaje inda	A man in a suit is playing with his pockets next to a young yellow girl who is pregnant
Umusore wambaye ikositimu akina imifuka iruhande rwumukobwa wambaye imyenda yicyayi	A young man in a suit plays with a bag next to a girl in a tea dress
umugabo wambaye neza ukina imifuka iruhande rwumukobwa	a well-dressed man playing bags next to a girl
Umupolisi kuri moto ari inyuma ya sedan yimiryango ine kumuhanda ufite ibyapa biri kure	A police officer on a motorcycle is behind a four-door sedan on the street with signs at a distance
Umupolisi kuri moto ahagarikwa inyuma yimodoka yarenze	A police officer on a motorcycle parked behind a car overturned
Abapolisi bari kuri moto bakururuka inyuma ya sedan ya silver	The police were on the motorcycle bite on the back of silver sedan
Umupolisi uhagarika imodoka kumuhanda	A police officer stopped a car on the street
umupolisi umumotari yerekana umushoferi gukurura	a motorcyclist shows the driver a tow
Imbwa isimbukira mu rubura igerageza gufata urubura	The dog jumps in the snow trying to catch the snow
Imbwa igerageza gufata urubura mu rubura	The dog is trying to catch the snow in the snow
Imbwa igerageza gufata urubura mu kanwa	The dog is trying to catch the ice in the mouth
Imbwa yumukara numukara ikina mu rubura	The black and black dog plays in the snow
Imbwa irasimbuka gufata urubura	The dog jumps to catch the snow
Umugabo munini wumwirabura ufite ubwanwa numugabo muto wera ufite ibara ryera ryumusatsi wagabanutse yambaye umwuga kandi agirana ikiganiro mugihe umugore ahagaze areba kure inyuma	A big black man with a beard and a young white man with light brown hair is professionally dressed and has a conversation while a woman stands looking away from behind
Uhagarariye inzu ndangamurage yubuhanzi bugezweho aganira ku kintu na mukerarugendo cyangwa umugiraneza	Representative of the Museum of Modern Art discusses something with a tourist or philanthropist
Abacuruzi babiri barimo kuganira numugore inyuma	Two businessmen are talking to a woman in the background
Abacuruzi babiri babigize umwuga bafite ikiganiro	Two professional traders have a conversation
Ugomba gusubiza ibi shobuja	You must return this to your master
Hamwe n'ipaki hamwe na ski pole hasi	With a pack and a ski pole down
Umuntu ushinga ihema iruhande rwandi mahema make kurubura	Someone pitched a tent next to a few snow booths
Umugabo ufite ibendera rya Texas ahagarara mu rubura amahema	A man with a Texas flag stands in the snow of tents
Umugabo afite ibendera iruhande rwikigo	A man with a flag next to the center
Abazamuka imisozi bashinze amahema yabo	The mountaintops set up their tents
Umugabo wambaye ikote ryijimye na jans hamwe numugore wumuhondo wambaye ikote ryambaye igitambaro cyiziritse mu ijosi bafashe amaboko bahagarara ngo barebe ikintu	A man in a dark jacket and jeans and a yellow woman in a jacket with a scarf around their necks held their hands and stood to see something
Umugabo numugore bahagaze kumuhanda bareba ikintu gifite amaso manini kandi yagutse	A man and a woman stand on the sidewalk looking at something with large and wide eyes
Umugabo numugore bagenda mu ntoki bareba ibidukikije	A man and a woman walk hand in hand looking at the environment
Abashakanye bafatanye amaboko bahagarara kugirango barebe ikintu	The couple shook hands and stopped to look at something
Abashakanye bambaye amakoti kandi bafatanye amaboko	Couples wearing coats and holding hands
Umwana muto ufite umutwe wiyogoshesha atwara ifarashi yo mu nyanja yuzuye muri parike	A young boy with a shaved head carries a full sea horse in the park
Umuhungu ukiri muto akina kumikino yakinwe imeze nkinyanja	A young boy playing in a beach game
Umwana muto atwara ifarashi y'impimbano muri parike	A toddler riding a fake horse in the park
Umwana muto muto atwara ifarashi	A young child riding a horse
Umwana ukina ku ifarashi ya plastiki	A child playing on a plastic horse
Umuhungu muto arimo koga muri pisine yo munsi yikimenyetso cya ft	A little boy is swimming in the pool below the ft sign
Koga muri pisine mubwimbye bwibirenge	  Swimming in the pool in the depths of the foot
Umusore arimo koga muri pisine	A young man is swimming in a pool
Umuhungu muto arimo koga muri pisine	The little boy is swimming in the pool
Umuntu muri pisine yo koga	Someone in the swimming pool
Umuhungu ukiri muto wo koga afashe umupira wera muri parike	A young swimming boy catches a white ball in the park
Umuhungu wambaye ikabutura yicyatsi ari hafi gukorera volley ball	A boy in green shorts is about to play volleyball
Umuhungu udafite ishati na volley mu ntoki	A boy without a shirt and a volley in his hand
Umuhungu wambaye koga akorera volley ball	A boy in a swimming suit plays volleyball
Umuhungu afashe umupira hanze	The boy grabs the ball outside
Itsinda rinini ryabana biga mumashuri yisumbuye bafite ibikapu	A large group of high school children with bags
Itsinda ryabana bagenda munzira hafi yicyatsi kibisi	A group of children walking down the street near the green
Itsinda ryabana biga biga munzira yigihugu mugihe cyizuba	A group of children studying on the national road in the sun
Isinzi ry'abana bagenda inzira mu cyaro	Crowds of children making their way to the countryside
Abana bato bakurikira inzira ya sima ishaje	  Young children follow the old cement path
Nyamwasa	Young
Umwana wumukobwa wumuhondo akwirakwiza ifu ya Nesquik kumeza	A yellow girl distributes Nesquik flour to the table
Umukobwa ukiri muto ukina nifu ya shokora	A young girl playing with chocolate powder
Umwana muto wumuhondo utegura Nesquik	A young yellow boy prepares for Nesquik
Umukobwa ukiri muto arimo gukina na Nesquik	A young girl is playing with Nesquik
Umugabo ufite gitari	A man with a guitar
Inka yinka yambaye ubusa hanze ya Banki ya Amerika irimo kuvugana numugore utukura nkuko cabs itwara	A naked cow outside the US Bank is talking to a red-haired woman as cabs carry
Umugabo wambaye ingofero yinka gusa	A man wearing only a cowboy hat
Abiyita "Cowboy Yambaye ubusa" bigaragambije hanze y'inyubako ya Banki ya Amerika	The so-called "Naked Cowboy" protested outside the Bank of America building
Umugabo wambaye inkweto	A man wearing shoes
Umuntu ahagarara iruhande rw'ubwato	Someone stands by the boat
Umuntu uhagaze kuri pir iruhande rw'ubwato ku kiyaga gituje	A man standing on a pier next to a boat on a calm lake
Umugabo arimo kureba hejuru yikiyaga kibisi	A man is looking out over a green lake
Umugabo arahagaze	The man stands
Umugabo uri ku kivuko ahagaze ku bwato	A man at the dock stands on a boat
Umusore wo muri Aziya wambaye ishati yubururu afite ubwanwa buto n'ubwanwa yandika ikaramu yo mu gitabo kinini	Asian young man wearing a blue shirt with a beard and a beard writes a pen in a large book
Umusore wo muri Aziya wiga afite ikaramu ninkoranyamagambo igihe anywa cola	An Asian teenager has a pen and a dictionary when he drinks cola
Umusore wandika ibisubizo cyangwa wenda akandika inyandiko mwishuri	A guy writing answers or maybe writing a text in school
Umugabo wo muri Aziya usoma igitabo akandika inyandiko	An Asian man reads a book and writes a book
Umugabo yandukura inyandiko mu gitabo	A man copying a text from a book
Abagabo bane bambaye ikabutura na sandali bagenda bahagaze inyuma yikamyo yimyanda kumuhanda wa kaburimbo	Four men in shorts and sandals are standing behind a garbage truck on a dirt road
Abagabo bane bahagaze inyuma yikamyo yimyanda iyo igenda mumuhanda wubatswe namabuye	Four men stand behind a garbage truck as they walk down a cobblestone road
Itsinda ryabagabo bagenda inyuma yikamyo yimyanda	A group of men walk behind a garbage truck
Abantu bake ni bo bagenda inyuma yikamyo yimyanda	Few people go behind the garbage truck
Abagabo bane bagenda inyuma yikamyo	Four men walk behind the truck
Umugabo	Man
Umugabo ni ishati y'icyatsi ikurura igikombe kivanze hafi y'itanura hamwe n'amasafuriya abiri	A man in a green shirt pulling a cup near the oven with two pots
Umugabo wambaye ishati yicyatsi nikabutura yera akora pancake mugitondo cya mugitondo	A man in a green shirt and shorts makes a pancake in the morning
Umugabo arimo gukurura ibintu mu gikombe ahagaze mu gikoni	A man is pulling things out of a cup while standing in the kitchen
Umusore wambaye t-shirt yicyatsi arimo gukurura ibikoresho mugikoni	A young man in a green t-shirt is pulling furniture in the kitchen
Itsinda ryabagore bagenda munzira nziza cyane	A group of women are going the best way
Abakobwa benshi bagenda munzira nziza	Many girls are on the right track
Itsinda ryabagore bagenda banyuze muri koridoro	A group of women walk through the hallway
Abakobwa babiri bambaye umwirabura banyura munzira nyabagendwa	Two black-clad girls walk down the sidewalk
Abantu bagenda muri katedrali nziza ya zahabu	  People walk into a beautiful golden cathedral
Abagore babiri bo muri Aziya numukobwa ukiri muto wo muri Aziya ufite igare ryikinyabiziga bahagaze hanze mugicucu	Two Asian women and a young Asian girl with a bicycle stand outside in the shadows
Umukobwa muto wambaye ishati yumuhondo ahagarara hafi yabagore babiri na trikipiki ahantu rusange	A young girl in a yellow shirt stands near two women and a motorcycle in a public place
Abantu bakuru babiri bahagaze hanze hamwe numwana muto ufite igare rya kera	Two adults standing outside with a young child with an old bicycle
umukobwa muto uhagaze hamwe na cycle ye mumuhanda	a little girl standing with her cycle on the street
Abagore bakuze numukobwa ukiri muto ufite igare ritukura	Older women and a young girl with a red bike
Umwana wambaye ishati yubururu	A child in a blue shirt
Umwana ugerageza kunyerera mu ruzitiro rw'icyuma	The child tries to slip into a metal fence
Umuhungu aragerageza kuzamuka uruzitiro rw'icyuma	The boy is trying to climb a metal fence
Umuhungu wambaye ishati yubururu azamuka uruzitiro	A boy in a blue shirt climbs the fence
umuhungu muto ugerageza kuzamuka	a little boy trying to get up
Umugabo wambaye ishati yijimye yerekana amayeri yumuhungu wambaye ishati yubururu	A man in a dark shirt shows the trick of a boy in a blue shirt
Umuhungu muto wambaye ikoti ry'ubururu akuramo ikintu cyirabura mumufuka wigitambara	A little boy in a blue jacket pulls a black object out of a cloth bag
umuhungu muto wambaye ishati yubururu akuramo ikintu mu ngofero yabapfumu	a young boy in a blue shirt pulls something out of a witch's hat
Umuhungu umwenyura akuramo ikintu mumufuka wumupfumu	The smiling boy pulls something out of the witch's pocket
Umuhungu umwenyura akuramo ikintu cya orange ku ngofero	The smiling boy removes the orange thing from his hat
Umukobwa uri muri beater yubururu arigata whisk yakoreshejwe mugukora ibara	The girl in the blue beater grits the whiskey used to make the color
Umutegarugori arimo arigata shokora ivanze mu gikombe	A woman is rubbing sugar in a cup
Umutegarugori wafashwe hejuru arigata shokora shokora	The woman who was taken aback was swearing at her
Umusore wumuhondo urigata shokora kuri whisk	  The young man whispered in the whiskey
Umukobwa ukunda inkoni ikiyiko	A girl who loves a wooden spoon
Umuhungu muto ugerageza gutunganya igare rye ry'ubururu mugihe umuntu mukuru areba	A young boy tries to fix his blue bike while an adult looks on
Umuhungu numugabo bakora kumagare yimbere yazamutse	A boy and a man working on a front bicycle climbed up
Umuhungu arimo gutunganya uruziga rwa gare ye	The boy is repairing the wheel of his bicycle
Abantu babiri basana igare ryabo	Two people repair their bicycle
Umugabo n'umuhungu bakosora igare ry'ubururu	A man and a boy fix a blue bike
Umugabo wambaye ishati yubururu n'ingofero itukura agendera inyuma yikarito yuzuye ubwatsi kandi akururwa nifarasi yera	A man in a blue shirt and red helmet walks behind a cardboard box full of grass and is drawn by a white horse
Ifarashi ikurura igare rifite icyatsi hejuru	The horse-drawn carriage has a green top
Umugabo wambaye ishati yubururu yicaye hejuru yifarashi ikururwa yuzuye ubwatsi	A man in a blue shirt sits on a horse drawn horse full of grass
Ifarashi yera ikurura umuhungu hejuru yicyatsi	The white horse pulls the boy over the grass
Ifarashi yera ikurura ikirundo kinini cyatsi	The white horse pulls a large pile of green
Batanu bambaye ubusa	Five naked
Itsinda ryabagabo bicaye kumeza bahindukirira ifoto yabo	A group of men sitting at a table turn to their photo
Abagabo batanu muri resitora bifotora	Five men in a restaurant take pictures
Abagabo batanu bicaye kumeza bafite ibinyobwa	Five men sitting at a table with drinks
Itsinda ry'abagabo b'Abahinde muri resitora	A group of Indian men at a restaurant
Abadamu babiri ba brunette bagenda bambaye imyenda yera itemba banyura ku cyapa kinini cya se n'umuhungu bakina golf	Two brunette women dressed in white flowing through a large sign of their father and son playing golf
Abagore babiri bafite imisatsi yijimye bambaye imyenda yera banyura hejuru yifoto nini ya golferi babiri	Two dark-haired women in white attire walk over a large photo of two golfers
Abagore babiri bambaye imyenda yera banyura hejuru yamamaza yanditseho golferi ebyiri	Two white-clad women walk past a billboard with two golfers on it
Abagore babiri bambaye imyenda yera barengana ifoto yabantu bakina golf	Two women in white dress overtake a photo of people playing golf
Abadamu babiri bambaye umweru barengana ifoto ya golf	Two white women overtake a golf photo
Umugore arimo kugendana nundi muntu hafi yicyuzi mumujyi	A woman is walking with someone near a pond in the city
Umugore uvugana kuri terefone ngendanwa agenda imbere y'amazi	A woman talking on a mobile phone walks in front of the water
Umugore arimo arengana isumo ryakozwe	A woman is violating a burglary warrant
Umukobwa ukiri muto muri parike yumujyi hafi yikiranga amazi	A young girl in a water park near a water park
Umugore agenda ku ruzi hakurya y'inyubako z'umujyi	A woman walks down the river across the city building
Umukinnyi wumupira wamaguru wambaye ubururu numweru arimo atera umupira mugenzi we mugihe abandi bakinnyi ndetse nabamurwanya bambaye isaha itukura	A blue-and-white footballer is throwing a ball to his teammate while other players and opponents are wearing a red watch.
Umukinnyi mu ikipe yera nubururu atera umupira umupira kuri mugenzi we mugihe abakinnyi kumurwi utukura bareba	A white and blue team player throws a ball at his teammate while the players in the red team watch
Itsinda ryabana bambaye umutuku numweru bakina umupira	A group of red-and-white children playing football
Hano hari umukino wumupira wamaguru	There is a football game here
Amakipe y'umupira w'amaguru y'abahungu akina umukino	Boys' soccer teams play the game
Kugarura zahabu arimo gusuhuza umunezero umugore mugihe imbwa nto igenda yerekeza kuri kamera	Bringing back the gold is greeting the woman with joy as the little dog walks towards the camera.
Imbwa yigituba isimbukira ku mugore wambaye ijipo nimbwa yumukara nigitambambuga igenda	A hound dog jumps on a woman wearing a jacket and a black dog with a spider
imbwa yijimye irasimbuka ku mugore wambaye ijipo yijimye	a dark dog jumps on a woman wearing a dark jacket
Imbwa imwe irasimbuka umudamu mugihe indi irigendera	  One dog jumps on a female while the other walks
Imbwa y'umuhondo irasimbuka gusuhuza umugore	The yellow dog jumps to greet the woman
Imbwa yiruka inyuma yindi mbwa mumurima wibyatsi	The dog runs after the other dog in the grass field
Doberman yiruka mu byatsi birebire	Doberman runs into the tall grass
Imbwa iruhukiye mu murima wibyatsi	The dog rests in the grassy field
Imbwa yiruka mu byatsi birebire	The dog runs in the tall grass
Imbwa mu murima	Dogs in the field
Uyobora ibimasa arwanira kuguma hejuru yikimasa cye imbere yabarebera	The herdsman fights to stay on top of his bull in front of them
Umugabo arimo gutabwa mu kimasa atwaye mugihe cya rodeo	A man is being thrown at a bull he was carrying during a rodeo
Kuri rodeo	  At the rodeo
Umuntu utwara ikimasa cya rodeo	Someone riding a rodeo bull
Umusore atwara ikimasa kinini	A young man carrying a large bull
Abagore batatu bo muburasirazuba bagura no kureba ibyapa bito mububiko	Three women from the east buy and look at small signs in the store
Abagore bo muri Aziya bambaye ishati yumuhondo bareba amakarita ya posita mugihe bari kwiyandikisha	Asian women in yellow shirts look at postcards while registering
Umugore umwe arihira kugura mugihe abandi bagore babiri bareba ibinyamakuru	One woman pays for the purchase while the other two women watch magazines
Abagore batatu bo muri Aziya bagura no kugura amakarita ya posita mububiko bugezweho	Three Asian women also buy and buy postcards in modern stores
Hariho abantu bagura mububiko	There are people who buy in stores
Imbwa ikunda gukina mumazi kumurima wumurima	Dogs like to play in the water on the farm
Imbwa irigata nubwo icyuzi kinini mumurima	The dog roars despite the large pond in the field
Imbwa yiruka mu mazi y'ibyondo	Dogs run in muddy water
Imbwa yijimye ikina mucyondo	A dark dog plays in the mud
Imbwa irimo gukina mu mazi	The dog is playing in the water
Abana n'ababyeyi babo bakina umukino wa karnivali aho amazi anyunyuzwa intego	Children and their parents play a carnival game where the water is passed through the goal
Abantu benshi bakina umukino wo kurasa amazi karnivali	Many people play carnival games
Abantu barimo kwinezeza kuri Carnival	People are having fun at the Carnival
Abantu bakina umukino hagati	People play the game in the middle
abantu barimo gukina umukino wa karnivali	people are playing a carnival
Hano hari abagabo babiri hagati yishusho bambaye amashati yumutuku wumutuku hamwe ningofero yicyuma hejuru yaka umuriro	Here are two men in the middle of the picture wearing red shirts and a metal helmet on top of the fire.
Abasore babiri bishimisha mu mbaga yambaye ingofero yaka umuriro ku mutwe	Two happy young men in a crowd wearing a fire hat on their heads
Abantu babiri bambaye ingofero yumuriro bakora urwenya mugihe bategereje	Two people in helmets make jokes while waiting
Abantu babiri bambaye ingofero zifite buji hejuru	Two people wearing helmets with candles on top
Abagabo babiri bambaye ingofero bafite urumuri hejuru	Two men in helmets with lights on
Umugore ukiri muto (Aziya) wambaye amadarubindi yizuba hamwe numwenda wumwenda aramwenyura kandi ahobera robot yimbaho	A young (Asian) woman wearing sunglasses and a clothesline smiles and hugs a wooden robot
Umukobwa ufite umusatsi wumukara hamwe nigitambara yambaye amadarubindi yizuba kandi yifotozanya na robot yimbaho	A girl with black hair and a robe wearing sunglasses and posing with a wooden robot
Umugore wambaye ikote arimo guhobera robot yimbaho	A woman in a coat is hugging a wooden robot
Umugore arimo guhobera robot ikozwe mu giti	  A woman hugging a robot made of wood
Umugore wambaye ibirahure ahobera robot yimbaho	  A woman wearing glasses hugs a wooden robot
Umugore utukura wambaye beret hamwe nikirahure ategereza ko imyenda ye yumisha kumesa	A red woman wearing a beret and a glass waits for her clothes to dry
Umukobwa ufite ibirahuri byirabura areba ku rutugu yicaye kumesa	The girl with the black glasses looks over her shoulder at the laundry
Umugore ufite umusatsi utukura yicaye kumesa	A woman with red hair is sitting at the laundry
Umugore wicaye mu myenda areba kamera	A woman in a dress looks at the camera
Abagore bicaye ku ntebe bategereje kumesa	Women sitting on chairs waiting to wash
Umugabo wambaye imyenda yubururu ahagaze hanze yitwaje ibintu byinshi kandi afite isahani nini kumutwe	A man in a blue dress standing outside carrying a lot of stuff and with a big plate on his head
Umuntu ufite ibicuruzwa bitandukanye bihagaze hagati yabandi benshi kumuhanda wa kaburimbo	A man with a variety of goods stands among many others on a dirt road
Umukecuru wumunyamerika ufite ibintu byinshi nkibikombe	An American woman has a lot of things like cups
Umutegarugori wambaye inkono n'amasafuriya arimo avugana nabandi bantu	A woman wearing a pot and pots talking to other people
Umugabo yambaye kandi yitwaje ibintu byose byubusa	A man dressed and carrying everything in vain
Umuntu wambaye ishati yera ifite imirongo yubururu afashe ikintu kinini cyindobo kumutwe	A man in a white striped shirt with a large bucket on his head
Umusore w'umwirabura arimo kugenda mumuhanda wumutayu ufite kontineri kumutwe	A young black man is walking down a deserted road with a container on his head
Umugabo yitwaje amacupa yubusa ya Coke kumutwe hejuru yumuhanda wa kaburimbo	A man was carrying bottles of Coke on his head on a dirt road
Umuhungu ukiri muto agenda afite indobo hejuru yumutwe	A young boy walks with a bucket over his head
Umugabo ugenda afite igituba cyikintu kumutwe	A man walks by with an object on his head
Umugore wambaye ishati irambuye itambitse hamwe numugore wambaye tank yera hejuru bazamuka intambwe ndende mumuhanda urimo urukuta rwa graffiti.	A woman in a striped shirt and a woman in a white tank top walk a long way down a gravel road.
Abantu benshi barazamuka bakamanuka hejuru yintambwe mumuhanda hamwe na graffiti yashushanyije kurukuta	Crowds climbed down the steps with graffiti painted on the walls.
Inzira ndende yo hanze hamwe na graffiti kurukuta abantu bagenda	A long way out with graffiti on the wall
Umugore azamuka munzira ifite imitungo ifunze kuruhande rumwe	A woman goes up the aisle with her possessions locked on one side
Abantu bamwe bagenda hagati yinkuta zimwe zanditseho graffiti	Some people walk in the middle of some graffiti walls
Abantu bahindukira bava mumazi uko umunsi wabo ku mucanga ukura	People turn from the water as their day on the sand grows
Abantu benshi bicaye bahagaze kumusenyi ku mucanga	Many people were sitting on the sand
Itsinda ryabantu	A group of people
Abantu bishimira inyanja kumunsi wijimye	People enjoy the sea on a dark day
Imbaga y'abantu irimo kwinezeza ku mucanga	Crowds are enjoying the sand
Abagabo babiri	Two men
Umugabo wambaye umupira wa baseball arimo gukina umukino wo kurasa muri arcade hamwe ninshuti	A man in baseball is playing an arcade shooting game with a friend
Umugabo akina umukino wo kurasa kuri arcade nkundi mugabo numugore bareba	A man plays an arcade shooting game as another man and woman watch
Abasore babiri barimo gukina umukino wo kurasa cideo mugihe abakobwa babiri bareba	Two guys are playing a video game while two girls are watching
Abasore babiri bahatanira umukino wo kurasa arcade	Two young men compete in an arcade shooting game
Umuhungu muto arikubita hasi areba impapuro zamabara mugihe akuze areba	A little boy kneels down and looks at the coloring pages as an adult looks on
Umwana arimo gushira hamwe ikarita nini yisi ya puzzle mugihe abakuze bareba	A child is putting together a large puzzle world map as adults watch
Umuhungu muto ugerageza gushyira hamwe puzzle hasi ya Reta zunzubumwe	The little boy is trying to put together a puzzle under the United States
Itsinda ryabantu barimo gukora umushinga wumuryango wabakorerabushake	A group of people are working on a volunteer community project
umuhungu muto ufashe ibice by'ikarita mugihe abakorerabushake bareba	the little boy holds the pieces of the card while the volunteers watch
Abakinnyi babiri bumupira wamaguru mumakipe ahanganye bagerageza kugenzura umupira mbere yuko undi mukinnyi abikora	Two football players in the opposing teams try to control the ball before the other player does so.
Abakinnyi babiri b'umupira w'amaguru barumirwa mugihe bombi bagiye kumupira	Two football players were stunned as they both went to the ball
Abagabo babiri barimo gukina umupira	Two men are playing football
Abagabo babiri mukibuga cyumupira wamaguru	Two men at a football stadium
Abagabo babiri bakina umupira mumurima wibyatsi	Two men play football in a grass field
Umusore arimo kunyerera ku kibaho mu gihe izuba rirenze inyuma ye	The young man is sliding on a board while the sun is setting behind him
Izuba rirenze	The sun is setting
Umuhungu akora amayeri ya skateboard kurubaho	The boy does the trick for the skateboard
Umusore skateboarding imbere yinyanja	Young skateboarding in front of the sea
Umusore skateboarding kuri pir mugihe izuba rirenze	A young man skating on a pir when the sun is setting
Brunette ifite umusatsi wikigina ihagaze hafi ya mural hagati ya gare na moto kandi ivugana kuri terefone ngendanwa	Brunette has curly hair standing near a mural between a bicycle and a motorcycle and talking on a mobile phone
Umutegarugori wambaye ishati yumukara avugana kuri terefone ye igendanwa mumuhanda	Woman in black shirt talking on her mobile phone on the street
Umugore kuri terefone ngendanwa arengana moto n'amagare	A woman on a mobile phone crosses a motorcycle and a bicycle
Umugore arimo kugenda mumuhanda imbere yubuhanzi bwo mumuhanda	A woman is walking down the street in front of street art
Abagore kuri terefone hamwe na graffiti mural inyuma	Women on the phone with graffiti mural in the background
Umugore wumwirabura wambaye umukara	A black woman in black
Inyuma yinyuma yumwirabura wambukiranya umuhanda numugore ugenda kumuhanda	Behind the black one crossing the street with a woman walking down the street
Abagore babiri bafite umusatsi wijimye	Two women with dark hair
Umugore wumwirabura agenda yerekeza kumugore wambaye ingofero yumuhondo	A black woman walks towards a woman wearing a yellow hat
Umugore umwe ugenda hakurya y'umuhanda	One woman walks across the street
Umugabo wambaye ikoti yo mu mwobo agenda mu kibaho yikoreye gitari mu rubanza	A man in a hole-in-the-wall jacket walks over to a wooden guitar in a lawsuit
Umucuranzi wambaye ikote ryijimye agenda yambaye inkweto za tennis	The musician in a dark jacket walks away wearing tennis shoes
Umugabo wambaye ikote ryijimye yijimye yitwaje gitari	A man wearing a dark blue jacket with a guitar
Umugabo arimo kugenda mumuhanda hamwe na gitari ye	  A man is walking down the street with his guitar
Umugabo agenda afite gitari	The man walks away with a guitar
Umugore ufite swater yumukara nu ijosi ryera yifotoza	A woman in a black sweater with a white neck poses for a photo
Umukobwa yambaye kandi yambaye broach nini ifite amasaro	  The girl is dressed and wearing a large pearl brooch
Umugore wambaye imyenda ya kera harimo n'amasaro menshi	A woman in old clothes with many pearls
Umukobwa bose barimbishijwe imitako itangaje	The girl was all adorned with amazing jewelry
Umugore wambaye urunigi	A woman wearing a chain
Umugabo numugore bicaye mumodoka bahura nuburyo butandukanye bwa kamera	A man and a woman sitting in a car face different camera angles
Abashakanye bicaye hejuru yimodoka bafite umugongo kuri kamera	Couples sitting on the back of a car with their back to the camera
Umugabo n'umugore bicaye ku modoka bareba umuhanda	A couple sitting in a car overlooking the road
Umugabo n'umugore bicaye ku modoka ihagaze	A man and a woman sitting in a parked car
Abashakanye bicaye ku modoka	Couple sitting in car
Imodoka ya sitasiyo yumukara ifite amatara yaka	The black station car has a flashlight
Imodoka enye zitwara ibiziga zirimo zinyura mu ruzi	Four wheeled vehicles are crossing the river
Imodoka irimo kurohama mumazi mu kiyaga cyangwa uruzi	The car is submerged in water in a lake or river
Imodoka yarengewe igice mukiyaga	The car overturned in the lake
Imodoka ya Toyota igenda mumazi	A Toyota car is moving in the water
Abakobwa batatu b'Abanyafurika-Abanyamerika muri gari ya moshi	Three African-American girls in a train
Abagore batatu bambaye umukara iruhande rwabo muri gari ya moshi	Three women dressed in black next to them in the train
Abagore batatu bagenda hamwe kuri metero	  Three women walk together for a meter
Abakobwa batatu bicaye kumurongo	Three girls sitting in line
Abagore batatu batwara bisi	Three women take the bus
